,Date,Equity Share Capital,Reserves,Borrowings,Other Liabilities,Net Block,Capital Work in Progress,Investments,Other Assets,Receivables,Inventory,Cash & Bank,No. of Equity Shares,Face value,Sales,Raw Material Cost,Change in Inventory,Power and Fuel,Other Mfr. Exp,Employee Cost,Selling and admin,Other Expenses,Other Income,Depreciation,Interest,Profit before tax,Tax,Net profit,Dividend Amount,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow,PRICE:,Adjusted Equity Shares in Cr,Current_PRICE:,Market Cap,Symbol,EBITDA,EBIT,EV,EV/EBITDA,EV/Sales,EPS,BV,P/E,P/B,P/S,EPS/P,Operating Cashflow Per Share,Price/Cashflow,ROE,ROA,ROCE,Net Profit Margin,EBITDA Margin,Operating Margin,Interest_Cov_Rat,Debt_to_Equity,Debt_Service_Coverage,FixAsset_Turn_Rat,Acc_Rec_Rat,COGS,Inv_Turn_Rat,CFO/Sales,CFO/Total Debt,Yearly_Sales_Growth,Sales_3yr_cagr,Sales_5yr_cagr,Yearly_Profit_Growth,Profit_3yr_cagr,Profit_5yr_cagr,Yearly_EBITDA_Growth,EBIITDA_3yr_cagr,EBITDA_5yr_cagr,Yearly_EBIT_Growth,EBIT_3yr_cagr,EBIT_5yr_cagr,Yearly_EPS_Growth,EPS_3yr_cagr,EPS_5yr_cagr,ROE_5yr_cagr,ROE_3yr_cagr,Yearly_ROE_Growth,Comp_Name,Industry,Comp_Description,Comp_Description_Source
325,2020-03-31,13.86,1286.68,14.18,394.41,427.91,5.73,504.53,770.96,255.96,403.98,39.59,13861402.0,10.0,1936.79,1114.98,-0.81,20.06,26.18,174.28,289.3,47.59,24.5,34.62,5.26,248.21,49.7,198.51,27.72,257.52,-225.88,-56.83,-25.19,486.46,13.86,765.95,10617.14,TTKPRESTIG,288.09,253.47,10591.73,36.76535110555729,5.4687033700091385,14.322510822510823,106.69405483405484,53.47875170016624,7.17893795667725,0.3954739543264887,0.0294423196614538,18.58008658008658,26.181794035414725,0.1526365971058176,0.0826116449501233,0.1927939028842643,0.1024943334073389,0.1487461211592377,0.130871183762824,48.18821292775666,0.0109031633013978,14.819444444444445,4.526162043420345,7.566768245038287,1162.03,2.876454279914847,0.132962272626356,18.1607898448519,-0.0158687411713295,0.0649401915056011,0.0813267418690975,0.0430875939257,0.1155322167599488,0.1654598553851272,-0.086501569584932,0.1167720895482422,0.1245073314141469,-0.1240626187925493,0.1176815396626713,0.1241188291302748,0.0430875939257002,0.1187423991097738,0.1673039466612789,0.013243207568665,-0.0292262054508298,-0.0747083023326753,TTK Prestige Ltd.,niftyconsumerdurableslist,"TTK Group was founded in 1928 founded by Mr. T.T. Krishnamachari who set up the distribution for a wide range of products ranging from Foods, Personal care products, etc.
The company is India’s largest kitchenware company. TTK Prestige was Established in 1955 as a private limited company, TTK went public in 1994. It is among the leading brands in the kitchen equipment space, especially in the pressure cooker segment. In 2012 Company had an Alliances with global high-end brands for high-end cookware/Store ware/Water Filters/ Gas-tops",https://www.screener.in/company/TTKPRESTIG/
326,2020-03-31,33.08,4185.24,88.4,3329.1,299.63,26.28,2641.65,4668.26,1431.94,1460.45,201.39,330884740.0,1.0,7206.6,5685.77,302.05,11.35,90.19,521.19,396.54,148.85,195.48,28.56,8.84,812.84,217.75,595.09,132.32,335.6,-176.27,-203.94,-44.61,476.9,33.09,1007.25,33328.37,VOLTAS,850.24,821.6800000000001,33215.380000000005,39.06588727888597,4.609022285127522,17.983983076458145,159.56050770625563,56.008171032952994,6.312652262640741,0.1397677129298143,0.0377101762978782,10.142036869144755,47.0221126340882,0.1410727493409699,0.0555986366846922,0.1907902069324219,0.0825756945022618,0.1179807398773346,0.1140177059917298,92.9502262443439,0.0209562100551878,8.74372686137392,24.05166371858626,5.032752768970767,5485.26,3.755869766167962,0.0465684233896705,3.7963800904977374,0.0767063238904022,0.1002754375593615,0.0687241351406822,0.2812237604150966,0.0696923176626842,0.1256844064737137,0.2625326680921835,0.0779531841057796,0.1248059158258609,0.2569103452495682,0.0754012048158656,0.1280815991206438,0.2812237604150969,0.0696923176626842,0.1256844064737137,-0.0464813842666305,-0.0467976929730539,0.136901116747371,Voltas Ltd.,niftyconsumerdurableslist,"Voltas is engaged in the business of air conditioning, refrigeration, electro - mechanical projects as an EPC contractor both in domestic and international geographies (Middle East and Singapore) and engineering product services for mining, water management and treatment, construction equipments and textile industry.
Voltas was created 6 decades ago when Tata Sons joined hands with a swiss company Volkart Brothers. Voltas is also one of the most reputed engineering solution providers specializing in project management.
The company has 5,000+ Customer sites actively managed across India",https://www.screener.in/company/VOLTAS/
327,2020-03-31,42.83,950.95,10.0,436.52,267.76,66.87,44.85,1060.82,321.77,476.4,111.53,428287535.0,1.0,2481.96,1771.11,112.91,14.54,85.06,207.08,204.81,58.26,23.24,28.09,3.73,245.43,60.28,185.16,38.55,139.39,-110.45,-89.8,-60.86,155.15,42.83,288.85,12526.77,VGUARD,277.25,249.16,12425.24,44.816014427412085,5.00622088994182,4.323137987392015,65.03289516693906,66.81489252538346,4.441598352011298,0.1163797966123547,0.0278642474211538,3.254494513191688,47.67253389769712,0.1863189035802692,0.081099192774831,0.248221721891251,0.0746023304162839,0.1117060710083965,0.1003884027139841,66.79892761394102,0.01006258930548,20.193008011653312,9.269345682700926,7.713459924791,1757.7999999999995,3.689756507136859,0.0561612596496317,13.938999999999998,-0.0329171926871464,0.0597053905079609,0.0747068293058075,0.118588775448559,0.0858577573911063,0.2122745392958642,0.16648434870414,0.0767805958868392,0.1505719215348073,0.1542666543129804,0.0657529645744277,0.1534027733014358,0.1149324030795935,0.0828068649160616,0.2075391699469873,-0.0009683911417086,-0.0650456646806079,0.0126482498340183,V-Guard Industries Ltd.,niftyconsumerdurableslist,"Founded in 1977, V-Guard Industries Ltd. (‘V-Guard’) is a reputed Indian company manufacturing innovative and experiential products in the categories of Electronics, Electricals and Consumer Durables. It has grown from being a brand synonymous with voltage stabilizers across South India, to a brand offering a wide array of thoughtfully engineered products to consumers across the length and breadth of the country. Underpinned by its continuous quest to enrich consumer lives and power a stronger tomorrow.",https://www.screener.in/company/VGUARD/
328,2020-03-31,126.87,2420.01,,1836.86,708.91,44.08,550.55,3080.2,321.67,1165.94,1284.01,126870000.0,10.0,5992.52,3886.43,236.53,42.14,53.8,590.22,2155.03,-1171.92,128.71,129.32,19.85,652.89,176.6,476.29,63.44,380.22,-71.98,-87.19,221.05,1818.9,12.69,1308.45,16600.31,WHIRLPOOL,802.06,672.74,15316.3,19.09620227913124,2.555903025772129,37.53270291568164,317.5721276595745,34.86159797602301,4.120166368638654,0.218347206183709,0.0206348358434667,29.962174940898347,60.70654094997633,0.1870092034175147,0.0669766905535993,0.2641427943208946,0.079480752671664,0.1338435249277432,0.1122632882326633,33.8911838790932,0.0,40.40604534005037,8.45314637965327,18.62940280411602,3745.84,3.21272106626413,0.0634490998778477,inf,0.1102090724667217,0.1499425252078958,0.1302398601079855,0.1701019530770176,0.1532973177849541,0.1773883829865696,0.0738950553643871,0.1259885583414075,0.1677983628538049,0.0584995909119516,0.1235093173343184,0.174383639726384,0.1701019530770173,0.1532973177849541,0.1773883829865696,-0.0404308417961577,-0.0369296151401168,-0.0156024815462318,Whirlpool of India Ltd.,niftyconsumerdurableslist,Whirlpool of India Ltd is one of the leading manufacturers and marketers of major home appliances in the country.,https://www.screener.in/company/WHIRLPOOL/
329,2020-03-31,29.53,4906.87,960.96,12444.39,63.36,0.35,2591.89,15686.15,2790.24,579.64,11182.17,295259959.0,1.0,46899.11,46235.87,,,1.47,6.09,7.91,0.18,2.78,1.14,213.41,435.82,32.59,403.22,29.53,3923.97,-1857.85,-5354.3,-3288.18,547.65,29.53,355.8,10505.35,RAJESHEXPO,650.37,649.23,284.14000000000124,0.4368897704383677,0.0060585371449479,13.654588554012868,195.6955943108703,26.057174743316303,1.8181298421813088,0.0075864979100882,0.024933056795422,132.88079918726717,4.121362930909258,0.0816830078599789,0.0122583675473384,0.1100882428747778,0.0085976045174418,0.013867427334975,0.0138431198374553,3.0421723443137623,0.1946681792399319,0.5538033158203972,740.2005997474747,16.808270973106257,,,0.0836683254756859,4.083385364635364,0.0990890979775673,0.0142669618931545,0.0434243069678974,-0.0879851623993485,-0.0438919282186378,0.0884472102602578,-0.1734195877074806,-0.0813791522285821,-0.0289929896134939,-0.173387148113724,-0.0812403972903088,-0.0288433331960028,-0.0879851623993486,-0.0438919282186378,0.0884472102602578,-0.0254538147313586,-0.1282607228099844,-0.1570144355078347,Rajesh Exports Ltd.,niftyconsumerdurableslist,"Incorporated in 1989, Rajesh Exports Ltd is a manufacturer of Gold and Gold Products",https://www.screener.in/company/RAJESHEXPO/
330,2020-03-31,24.82,1247.58,138.94,429.74,981.01,45.6,0.2,814.27,172.08,447.74,4.09,248246436.0,1.0,2410.48,1092.86,53.54,76.47,296.07,293.99,277.93,14.18,7.95,109.42,19.34,291.71,65.46,226.25,31.02,318.9,-115.67,-202.56,0.67,598.95,24.82,854.8,21279.27,RELAXO,420.47,311.04999999999995,21414.12,50.92900801484053,8.883757591848926,9.11563255439162,75.08510878323932,93.77297679558008,11.384414484471128,0.3546181673359662,0.015219354794877,12.848509266720386,46.6163029162747,0.1778135806350204,0.0935153075775298,0.2203933850099904,0.0938609737479672,0.1744341375991503,0.1290406889914042,16.08324715615305,0.1091952216284187,2.656494819307556,2.4571411096726843,14.007903300790328,1411.86,3.1533032563541337,0.1322973017822176,2.2952353533899523,0.0516561376566262,0.1390336225887984,0.108405726408546,0.2896146830825354,0.2355569800842571,0.1703294086628086,0.2389722132186109,0.1980461354646392,0.1590304034694625,0.1230863662622758,0.1723194432466108,0.1405931517838015,0.2890950961836303,0.2223064675580293,0.1624921027965511,-0.0869165853541937,-0.0349107889742462,0.1200208250817491,Relaxo Footwears Ltd.,niftyconsumerdurableslist,"Relaxo Footwears Limited is the largest footwear manufacturing company in India, which deals in non-leather products i.e. rubber/EVA slippers, canvas shoes, sport shoes, sandals, school shoes and other types of footwear. It is also the leader in 'value' segment footwear.
It has a portfolio of renowned brands like Relaxo, Sparx, Flite and Bahamas. The company sells its products through retailers served through distributors, retail outlets, exports and e-commerce / modern trade.",https://www.screener.in/company/RELAXO/
331,2021-03-31,125.54,1793.45,518.12,1106.88,914.99,10.86,775.27,1842.87,452.36,517.77,594.52,627691353.0,2.0,4749.95,3268.64,38.2,4.56,76.68,336.58,341.55,55.45,75.63,29.69,42.91,707.72,102.98,604.74,345.24,814.92,-488.73,-96.17,230.02,392.5,62.77,300.25,19221.85,CROMPTON,780.32,750.63,19145.45,24.53538291982776,4.030663480668217,9.63422016887048,154.11176995379958,31.16495105334524,1.948261317678789,0.0632111916967547,0.0245457838697337,12.982635016727734,30.23269155254504,0.3151345238901714,0.1186281087061426,0.3080000492386474,0.1273150243686775,0.164279623996042,0.1580290318845461,17.493125145653696,0.2699961959155597,1.3908703634386754,5.191258920862523,10.500375806879475,3311.68,6.396044575776889,0.1715639111990652,1.57284026866363,0.0527441450186945,0.0520144114882592,0.2164489835457166,0.2224378411158278,0.2315019048668354,0.4187923825561781,0.1900019825232948,0.1157483277884554,0.3137402831176143,0.1934842751295831,0.1097804457086379,0.3119438119256679,0.2216588461557411,0.2309130450839411,0.418340033545802,-0.0728176958707592,-0.0840715222241091,-0.0649798783788285,Crompton Greaves Consumer Electricals Ltd.,niftyconsumerdurableslist,Crompton Greaves Consumer Electricals Limited is one of the leading consumer companies in India with a 75+ years old brand legacy. It is an independent company under professional management and have 2 business segments – Lighting and Electrical Consumer Durables. We market our products under the “Crompton” brand name in India and select export markets. ,https://www.screener.in/company/CROMPTON/
332,2021-03-31,89.0,7464.0,5243.0,3064.0,1959.0,25.0,3512.0,10364.0,291.0,7984.0,512.0,887786160.0,1.0,20602.0,15605.0,-164.0,32.0,130.0,914.0,900.0,1151.0,39.0,331.0,181.0,1233.0,356.0,877.0,356.0,4101.0,-2744.0,-1260.0,97.0,1558.05,88.78,3739.65,332000.95,TITAN,1745.0,1414.0,336731.95,192.9695988538682,16.34462430831958,9.878350979950438,173.07298941202976,378.5702702394527,21.60735775527125,0.181518784584021,0.0063402015211003,46.19283622437486,33.72925603511339,0.1161128028597908,0.0356185525140118,0.1105032822757111,0.0425686826521696,0.084700514513154,0.0686341131928938,7.812154696132596,0.6941612604263206,0.3217182890855457,10.51659009698826,70.79725085910653,15931.0,1.9953657314629256,0.1990583438501116,0.7821857715048637,0.0295852073963018,0.0966399677471829,0.1319889339750766,-0.4218852999340804,-0.0897595266992359,0.0468449436311604,-0.3194227769110764,0.0032550785777474,0.1138497121451231,-0.3726708074534162,-0.0440074381624631,0.0872509746590393,-0.4218852999340805,-0.0897595266992359,0.0468449436311604,-0.1006500206817789,-0.1965663502893794,-0.4776071987356148,Titan Company Ltd.,niftyconsumerdurableslist,"Titan Company Ltd is among India’s most respected lifestyle companies. It has established leadership positions in the Watches, Jewellery and Eyewear categories led by its trusted brands and differentiated customer experience. It was founded in 1984 as a joint-venture between TATA Group and Tamilnadu Industrial Development Corporation (TIDCO). ",https://www.screener.in/company/TITAN/
333,2021-03-31,24.84,1547.57,144.16,459.23,938.06,118.03,338.18,781.53,181.46,422.14,7.69,248246436.0,1.0,2359.15,959.13,-44.15,73.47,239.34,301.39,224.79,19.1,22.09,110.02,18.69,391.16,99.6,291.56,62.1,513.12,-453.18,-56.15,3.79,876.4,24.84,854.8,21279.27,RELAXO,519.87,409.85,21415.74,41.194413988112416,9.077735625119216,11.737520128824476,87.14152979066023,72.82628618466181,9.80932974270113,0.3623338914439522,0.0133928801104797,20.657004830917877,42.426286248830685,0.1854223771153834,0.1092369598285538,0.2387610176107004,0.1235868851069241,0.2203632664307059,0.1737278256999343,21.928838951310865,0.091680922914507,3.1923242247467,2.5149244184806943,13.000936845585803,1316.09,3.117662386885867,0.2175020664222283,3.55937846836848,-0.0212945139557266,0.0671847506601459,0.0718339900245166,0.2886629834254144,0.2187213732887569,0.1937321880290963,0.2364021214355365,0.1925167248385513,0.1599221002448765,0.3176338209291114,0.175675710527595,0.1537475110816482,0.287625412585297,0.2059961662230043,0.1856459390399045,-0.0584608712089503,-0.04306158248244,0.0427908625043707,Relaxo Footwears Ltd.,niftyconsumerdurableslist,"Relaxo Footwears Limited is the largest footwear manufacturing company in India, which deals in non-leather products i.e. rubber/EVA slippers, canvas shoes, sport shoes, sandals, school shoes and other types of footwear. It is also the leader in 'value' segment footwear.
It has a portfolio of renowned brands like Relaxo, Sparx, Flite and Bahamas. The company sells its products through retailers served through distributors, retail outlets, exports and e-commerce / modern trade.",https://www.screener.in/company/RELAXO/
334,2021-03-31,43.02,1164.75,66.25,585.77,354.06,19.55,42.25,1443.93,384.72,628.66,281.14,430188458.0,1.0,2699.0,1919.45,70.72,13.11,97.42,224.98,143.55,64.43,20.81,37.32,5.6,284.67,85.69,198.98,51.62,221.75,41.21,-5.65,257.31,252.35,43.02,288.85,12526.77,VGUARD,327.59000000000003,290.27000000000004,12311.88,37.58319851033304,4.561645053723602,4.625290562529056,70.09461645746165,62.45013066639864,4.120858556595349,0.1070211189329381,0.0183288708639946,5.154579265457926,48.956468996617815,0.164749910992987,0.0634753537750896,0.2278378675374013,0.0737236013338273,0.1213745831789551,0.1075472397184142,51.83392857142858,0.0548531591279796,4.5593597773138494,7.6230017511156305,7.015491786234144,1959.26,3.116565393058251,0.0821600592812152,3.347169811320754,0.0874470176795758,0.0529828526809346,0.0790622056115231,0.0746381507885072,0.143460939706042,0.1224494830188318,0.1815689810640217,0.182638273182266,0.1207769038376467,0.1649943811205652,0.1749829733596088,0.1130943546581211,0.0698919571890226,0.1394599939787175,0.1176070744734916,-0.0703198514242878,-0.0237537834118806,-0.1157638445311584,V-Guard Industries Ltd.,niftyconsumerdurableslist,"Founded in 1977, V-Guard Industries Ltd. (‘V-Guard’) is a reputed Indian company manufacturing innovative and experiential products in the categories of Electronics, Electricals and Consumer Durables. It has grown from being a brand synonymous with voltage stabilizers across South India, to a brand offering a wide array of thoughtfully engineered products to consumers across the length and breadth of the country. Underpinned by its continuous quest to enrich consumer lives and power a stronger tomorrow.",https://www.screener.in/company/VGUARD/
335,2021-03-31,13.86,1466.16,26.21,420.0,424.42,18.01,613.13,870.67,271.91,393.41,97.38,13861402.0,10.0,2033.05,1132.47,-47.66,18.84,24.63,176.23,251.44,66.62,39.43,37.92,3.59,313.08,77.94,235.14,69.3,242.88,-202.15,-63.83,-23.1,724.99,13.86,765.95,10617.14,TTKPRESTIG,354.59,316.67,10545.97,29.74130686144561,5.187265438626694,16.965367965367964,119.6435497835498,45.14785659607043,6.40193308695454,0.3767492191534886,0.0234008303085117,17.523809523809526,41.371711956521736,0.1588762314022783,0.0880370808560346,0.2102401359686103,0.1156587393325299,0.1744128280170187,0.1557610486707163,88.20891364902506,0.0177092201456737,11.898993288590605,4.790184251449036,7.476922511125004,1223.6,3.110241224168171,0.1194658272054302,9.26669210225105,0.0497007935811315,0.0519553363328271,0.0644202100906894,0.1845247090826658,-0.0290332098423361,0.1525272370905106,0.2308306432017772,-0.0233878095754791,0.1286861597023962,0.2493391722886335,-0.0378573098622667,0.1289324238652116,0.1845247090826656,-0.0290332098423362,0.1543508652606489,-0.0012974657909395,-0.1463808804258851,0.0408790186283767,TTK Prestige Ltd.,niftyconsumerdurableslist,"TTK Group was founded in 1928 founded by Mr. T.T. Krishnamachari who set up the distribution for a wide range of products ranging from Foods, Personal care products, etc.
The company is India’s largest kitchenware company. TTK Prestige was Established in 1955 as a private limited company, TTK went public in 1994. It is among the leading brands in the kitchen equipment space, especially in the pressure cooker segment. In 2012 Company had an Alliances with global high-end brands for high-end cookware/Store ware/Water Filters/ Gas-tops",https://www.screener.in/company/TTKPRESTIG/
336,2021-03-31,33.69,1492.28,319.34,1311.47,685.8,24.59,446.53,1999.86,920.74,611.08,268.19,33693731.0,10.0,2295.91,1982.34,15.18,19.56,63.37,48.35,37.27,11.32,29.77,67.51,33.63,77.51,25.95,51.56,0.0,194.87,-458.15,376.34,113.06,3315.85,3.37,3663.3,12343.02,AMBER,178.65000000000003,111.14,12394.17,69.37682619647354,5.39836927405691,15.299703264094957,476.50305637982194,239.43601629169905,7.687883531810913,1.595576481656511,0.0046141119966509,57.824925816023736,57.34291835582696,0.0337883444628662,0.0104537528891772,0.0602283627141239,0.0224573262889224,0.0778122835825446,0.0484078208640582,3.304787392209337,0.2092701691383185,0.5061336657506305,3.347783610382036,2.4935486673762406,2050.09,3.3548635203246717,0.0848770204406967,0.6102273438967872,-0.2353950058946162,0.0627860373853477,0.1860881973398422,-0.5628285568933356,-0.0595614480428644,0.2035147969139379,-0.1867346474256838,-0.0009311859375553,0.1169118057137363,-0.2992433795712483,-0.0650512480301357,0.0825596584588577,-0.5926651835742058,-0.0814622565611803,0.1020908603106443,-0.1602903816680134,-0.2163321182396719,-0.6903756896584083,Amber Enterprises India Ltd.,niftyconsumerdurableslist,"Amber Enterprises India Ltd incorporated in 1956, has a 23.6% share in the total Room Air Conditioner market  and is a prominent solution provider for the Air conditioner OEM/ODM Industry in India. ",https://www.screener.in/company/AMBER/
337,2021-03-31,29.53,4976.46,701.72,3575.63,62.46,0.35,2509.6,6710.93,4562.64,339.64,692.59,295259959.0,1.0,2060.32,1811.9,,,0.51,4.22,3.07,0.13,1.1,0.98,136.98,103.63,4.86,98.77,29.53,-10146.53,82.7,-425.74,-10489.58,478.8,29.53,355.8,10505.35,RAJESHEXPO,241.59,240.61,10514.48,43.522000082784885,5.10332375553312,3.344734168642059,198.05218083305112,106.37616685228308,1.796496249137105,0.1726916207191116,0.0069856603355097,-343.6007450050796,-1.393477770232779,0.0197303630250959,0.0066387235798696,0.0421552601656356,0.0479391550827055,0.1172584841189717,0.1167828298516735,1.7565338005548254,0.140176069069255,0.2880529390723739,32.9862311879603,0.4515631301176512,,,-4.924734992622505,-14.459513766174544,-0.9560691023774224,-0.6059014134837366,-0.4434539897787767,-0.7550468726749665,-0.3928301967741415,-0.2696462300270515,-0.6285345265003,-0.3598256647057799,-0.2168163480794799,-0.6293917409854751,-0.3603472604810569,-0.2170972354788775,-0.7550468726749665,-0.3928301967741415,-0.2696462300270515,-0.3288569768028422,-0.4296113256216427,-0.7584520508975656,Rajesh Exports Ltd.,niftyconsumerdurableslist,"Incorporated in 1989, Rajesh Exports Ltd is a manufacturer of Gold and Gold Products",https://www.screener.in/company/RAJESHEXPO/
338,2021-03-31,19.26,899.83,631.01,1929.55,344.86,57.73,499.87,2577.19,712.19,867.69,300.41,96313888.0,2.0,3842.23,1963.46,-25.49,13.68,1016.68,325.23,253.74,51.54,62.17,88.34,67.89,98.35,32.42,65.93,38.52,308.35,-245.69,15.35,78.01,467.1,19.26,1068.1,21961.72,BLUESTARCO,254.58,166.24,22292.32,87.56508759525492,5.801922321152039,3.423156801661474,65.98014537902388,312.021932352495,16.18820319149472,0.2779896049950159,0.0073285309391168,16.009865005192108,29.17576131019945,0.0717339977586525,0.012434437715594,0.1072446938907167,0.0171593059239035,0.0662583968164321,0.0432665405246432,2.448666961260863,0.6865595317107138,0.3642581199027043,11.141419706547584,5.394950785604965,3019.31,3.479710495683942,0.0802528739820364,0.4886610354827975,-0.1972760833094814,-0.0370501546400215,0.0170851225425776,-0.4545379333167866,-0.2070004817090067,-0.1227481540887958,-0.1047893663408114,-0.0124620391998727,0.0083107232497166,-0.1689662067586481,-0.0656022982279171,-0.0255940473398905,-0.4545379333167866,-0.2078248061267259,-0.1346351179197041,-0.1466330880645976,-0.1987011360634843,-0.4957254855998221,Blue Star Ltd.,niftyconsumerdurableslist,"Blue star manufacturers air purifiers, air coolers, water purifiers, cold storage and speciality products. The Company offers turnkey solutions in MEP (Mechanical, Electrical, Plumbing, and Fire-fighting) Projects. It is the largest after-sales service provider for air conditioning and commercial refrigeration products in the country.  ",https://www.screener.in/company/BLUESTARCO/
339,2021-03-31,11.71,690.61,222.54,1494.13,381.18,71.55,140.28,1825.98,1003.0,555.44,40.93,58569355.0,2.0,5674.6,5060.7,-1.19,24.06,130.88,125.62,35.45,23.19,2.06,38.46,30.95,206.16,54.19,151.97,5.86,157.98,-266.13,50.86,-57.29,3672.15,5.86,5853.85,35013.75,DIXON,275.57,237.11,35195.36,127.71840185796712,6.202262714552568,25.933447098976107,129.56153583617748,225.72587352767,45.18200530905894,1.0315881295597928,0.0070621971049592,26.95904436860068,136.2121724268895,0.2163828454265861,0.0385045137718816,0.2563739376770538,0.0267807422549607,0.0485620131815458,0.0417844429563317,7.661066235864297,0.3168641075293313,1.0871040277722988,14.886930059289575,5.6576271186440685,5216.83,9.3922475874982,0.0278398477425721,0.7098948503639795,0.545580825275773,0.3693061899775132,0.3528842319790233,0.3740506329113924,0.3865502308844135,0.3308567019359698,0.2942419688145783,0.3587637699200632,0.3794994629614943,0.3089875234625152,0.3540940600151818,0.3725237247876223,0.3576370587981163,0.3705931150455051,0.0200421368998156,-0.0761178204662625,0.0486471526155964,0.0059258933502128,Dixon Technologies (India) Ltd.,niftyconsumerdurableslist,"Dixon Technologies (India) Limited is the largest* home grown design-focused and solutions company engaged in manufacturing products in the consumer durables, lighting and mobile phones/smart phones markets in India. Their diversified product portfolio includes (i) consumer electronics like LED TVs; (ii) home appliances like washing machines; (iii) lighting products like LED bulbs and tubelights, downlighters; (iv)mobile phones/smart phones; and (v) CCTV & DVRS (vi) Medical Equipment. Dixon also provides solutions in reverse logistics i.e. repair and refurbishment services of set top boxes, mobile phones /smart phones and LED TV panels.",https://www.screener.in/company/DIXON/
340,2021-03-31,126.87,2696.29,50.83,2139.29,707.22,41.03,172.22,4092.81,378.97,1273.78,2063.18,126870000.0,10.0,5899.89,3845.9,101.95,34.77,46.18,630.57,842.78,80.74,87.68,142.1,15.34,451.14,117.87,333.27,63.44,524.14,337.59,-75.43,786.3,2226.6,12.69,1308.45,16600.31,WHIRLPOOL,608.5799999999999,466.48,14587.960000000005,23.97048867856322,2.4725816922010413,26.26241134751773,339.34360126083527,49.8221577099649,3.855826351634268,0.2217753212348026,0.0117948492533538,41.30338849487786,53.90840996680276,0.1180485696878674,0.0383590118989247,0.1623109335801446,0.0564874938346308,0.1031510756980214,0.0790658808893047,30.409387222946545,0.0180046472746851,9.19721928366329,8.342368711292101,15.568224397709582,3824.9,3.002794831132535,0.0888389444548966,10.311626991933895,-0.0154576038127532,0.0688293213761952,0.113931818551755,-0.3002792416384976,-0.0168211306532904,0.0678487854022953,-0.241228835747949,-0.020057797926813,0.0679644969870634,-0.3065969022207688,-0.0506571762218702,0.0525285672858557,-0.3002792416384976,-0.0168211306532904,0.0678487854022953,-0.1052946816751501,-0.1543638267601975,-0.3687552936936825,Whirlpool of India Ltd.,niftyconsumerdurableslist,Whirlpool of India Ltd is one of the leading manufacturers and marketers of major home appliances in the country.,https://www.screener.in/company/WHIRLPOOL/
341,2021-03-31,21.22,434.44,61.41,645.29,185.89,11.31,,965.16,355.18,249.16,257.55,212185502.0,1.0,2032.6,1386.27,-34.68,7.6,9.04,181.07,229.42,-35.27,5.99,43.15,20.73,161.9,42.16,119.74,42.44,427.28,-150.63,-143.65,133.0,311.45,21.22,215.85,4605.5,ORIENTELEC,225.78,182.63,4409.36,19.529453450261315,2.16932008265276,5.642789820923657,41.69313854853911,38.25235510272257,5.177110851194559,0.106194037193742,0.0181178032458617,20.135721017907635,15.46753651001685,0.262783654479217,0.0594851312011286,0.3532016941613322,0.0589097707369871,0.111079405687297,0.0898504378628357,8.809937288953208,0.1347715401834701,2.7487216946676405,10.934423583839903,5.7227321358184575,1437.59,5.769746347728368,0.2102135196300305,6.957824458557238,-0.0141719451746515,0.0830906107298898,,0.5230221317730857,0.2320223431930201,,0.2507894299484794,0.1670283606307663,,0.3008761307785454,0.1430061154750979,,0.5230221317730854,0.2320223431930201,,,0.0261111544351391,0.2012441819293535,Orient Electric Ltd.,niftyconsumerdurableslist,"Orient Electric is one of the leading consumer electrical brands in India with a diverse portfolio of fans, lighting, home appliances and switch-gears. The company takes pride in its R&D capabilities, spirit of continuous innovation and commitment to manufacturing cutting-edge lifestyle electrical products that meet the needs and expectations of modern consumers. ",https://www.screener.in/company/ORIENTELEC/
342,2021-03-31,64.26,1695.51,1032.28,541.92,1117.63,33.61,4.95,2177.78,79.37,608.28,1093.56,128527540.0,5.0,1707.3,575.77,-261.73,38.83,14.15,339.82,253.82,55.26,87.23,264.72,108.12,-117.69,-27.41,-90.28,51.41,458.1,-49.58,-369.1,39.42,1406.2,12.85,1464.95,18828.64,BATAINDIA,255.15000000000003,-9.569999999999991,18767.36,73.55422300607484,10.992420781350669,-7.02568093385214,196.2063035019455,-208.5135965883917,7.466375818988273,0.8580507233643766,-0.0049962174184697,35.64980544747082,39.44481554245798,-0.0513021588048438,-0.0177661628197584,-0.003427589047474,-0.0528788145024307,0.1494464944649446,-0.0056053417677033,-0.0885127635960043,0.5865993851469226,0.2237372851631006,1.527607526641196,21.51064633992692,890.48,1.4639310843690407,0.268318397469689,0.4437749447824234,-0.440861975797868,-0.1340525226254987,-0.0670367965668187,-1.276153187324116,,,-0.7194766642845363,-0.1498573110136977,-0.0819412705593685,-1.01559190589462,,,-1.276153187324116,,,,,-1.297622196091064,Bata India Ltd.,niftyconsumerdurableslist,Bata India is primarily engaged in the business of manufacturing and trading of footwear and accessories through its retail and wholesale network.,https://www.screener.in/company/BATAINDIA/
